"PrimaryID","ENSEMBL","SYMBOL","ENTREZID","REFSEQ","GENENAME"
"ENSG00000113790","ENSG00000113790","EHHADH","1962","NM_001166415","enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase"
"ENSG00000113805","ENSG00000113805","CNTN3","5067","NM_020872","contactin 3"
"ENSG00000113810","ENSG00000113810","SMC4","10051","NM_001002799","structural maintenance of chromosomes 4"
"ENSG00000113812","ENSG00000113812","ACTR8","93973","NM_022899","ARP8 actin related protein 8 homolog"
"ENSG00000113838","ENSG00000113838","TBCCD1","55171","NM_001134415","TBCC domain containing 1"
"ENSG00000113845","ENSG00000113845","TIMMDC1","51300","NM_016589","translocase of inner mitochondrial membrane domain containing 1"
"ENSG00000113851","ENSG00000113851","CRBN","51185","NM_001173482","cereblon"
"ENSG00000113889","ENSG00000113889","KNG1","3827","NM_000893","kininogen 1"
"ENSG00000113905","ENSG00000113905","HRG","3273","NM_000412","histidine rich glycoprotein"
"ENSG00000113916","ENSG00000113916","BCL6","604","NM_001130845","B cell CLL/lymphoma 6"
"ENSG00000113924","ENSG00000113924","HGD","3081","NM_000187","homogentisate 1,2-dioxygenase"
"ENSG00000113946","ENSG00000113946","CLDN16","10686","NM_006580","claudin 16"
"ENSG00000113966","ENSG00000113966","ARL6","84100","NM_001278293","ADP ribosylation factor like GTPase 6"
"ENSG00000113971","ENSG00000113971","NPHP3","27031","NM_153240","nephrocystin 3"
"ENSG00000114013","ENSG00000114013","CD86","942","NM_001206924","CD86 molecule"
"ENSG00000114019","ENSG00000114019","AMOTL2","51421","NM_001278683","angiomotin like 2"
"ENSG00000114021","ENSG00000114021","NIT2","56954","NM_020202","nitrilase family member 2"
"ENSG00000114023","ENSG00000114023","FAM162A","26355","NM_014367","family with sequence similarity 162 member A"
"ENSG00000114026","ENSG00000114026","OGG1","4968","NM_001354648","8-oxoguanine DNA glycosylase"
"ENSG00000114030","ENSG00000114030","KPNA1","3836","NM_002264","karyopherin subunit alpha 1"
"ENSG00000114054","ENSG00000114054","PCCB","5096","NM_000532","propionyl-CoA carboxylase subunit beta"
"ENSG00000114062","ENSG00000114062","UBE3A","7337","NM_000462","ubiquitin protein ligase E3A"
"ENSG00000114098","ENSG00000114098","ARMC8","25852","NM_001267041","armadillo repeat containing 8"
"ENSG00000114107","ENSG00000114107","CEP70","80321","NM_001288964","centrosomal protein 70"
"ENSG00000114113","ENSG00000114113","RBP2","5948","NM_004164","retinol binding protein 2"
"ENSG00000114115","ENSG00000114115","RBP1","5947","NM_001130992","retinol binding protein 1"
"ENSG00000114120","ENSG00000114120","SLC25A36","55186","NM_001104647","solute carrier family 25 member 36"
"ENSG00000114124","ENSG00000114124","GRK7","131890","NM_139209","G protein-coupled receptor kinase 7"
"ENSG00000114125","ENSG00000114125","RNF7","9616","NM_001201370","ring finger protein 7"
"ENSG00000114126","ENSG00000114126","TFDP2","7029","NM_001178138","transcription factor Dp-2"
"ENSG00000114127","ENSG00000114127","XRN1","54464","NM_001042604","5'-3' exoribonuclease 1"
"ENSG00000114166","ENSG00000114166","KAT2B","8850","NM_003884","lysine acetyltransferase 2B"
"ENSG00000114200","ENSG00000114200","BCHE","590","NM_000055","butyrylcholinesterase"
"ENSG00000114204","ENSG00000114204","SERPINI2","5276","NM_001012303","serpin family I member 2"
"ENSG00000114209","ENSG00000114209","PDCD10","11235","NM_007217","programmed cell death 10"
"ENSG00000114248","ENSG00000114248","LRRC31","79782","NM_001277127","leucine rich repeat containing 31"
"ENSG00000114251","ENSG00000114251","WNT5A","7474","NM_001256105","Wnt family member 5A"
"ENSG00000114268","ENSG00000114268","PFKFB4","5210","NM_001317134","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
"ENSG00000114270","ENSG00000114270","COL7A1","1294","NM_000094","collagen type VII alpha 1 chain"
"ENSG00000114279","ENSG00000114279","FGF12","2257","NM_004113","fibroblast growth factor 12"
"ENSG00000114302","ENSG00000114302","PRKAR2A","5576","NM_001321982","protein kinase cAMP-dependent type II regulatory subunit alpha"
"ENSG00000114315","ENSG00000114315","HES1","3280","NM_005524","hes family bHLH transcription factor 1"
"ENSG00000114316","ENSG00000114316","USP4","7375","NM_001251877","ubiquitin specific peptidase 4"
"ENSG00000114331","ENSG00000114331","ACAP2","23527","NM_012287","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
"ENSG00000114346","ENSG00000114346","ECT2","1894","NM_001258315","epithelial cell transforming 2"
"ENSG00000114349","ENSG00000114349","GNAT1","2779","NM_000172","G protein subunit alpha transducin 1"
"ENSG00000114353","ENSG00000114353","GNAI2","2771","NM_001166425","G protein subunit alpha i2"
"ENSG00000114354","ENSG00000114354","TFG","10342","NM_001007565","TRK-fused gene"
"ENSG00000114374","ENSG00000114374","USP9Y","8287","NM_004654","ubiquitin specific peptidase 9 Y-linked"
"ENSG00000114378","ENSG00000114378","HYAL1","3373","NM_033159","hyaluronidase 1"
"ENSG00000114383","ENSG00000114383","TUSC2","11334","NM_007275","tumor suppressor 2, mitochondrial calcium regulator"
"ENSG00000114388","ENSG00000114388","NPRL2","10641","NM_006545","NPR2 like, GATOR1 complex subunit"
"ENSG00000114391","ENSG00000114391","RPL24","6152","NM_000986","ribosomal protein L24"
"ENSG00000114395","ENSG00000114395","CYB561D2","11068","NM_001291284","cytochrome b561 family member D2"
"ENSG00000114405","ENSG00000114405","C3orf14","57415","NM_001291941","chromosome 3 open reading frame 14"
"ENSG00000114416","ENSG00000114416","FXR1","8087","NM_001013438","FMR1 autosomal homolog 1"
"ENSG00000114423","ENSG00000114423","CBLB","868","NM_001321786","Cbl proto-oncogene B"
"ENSG00000114439","ENSG00000114439","BBX","56987","NM_001142568","BBX, HMG-box containing"
"ENSG00000114446","ENSG00000114446","IFT57","55081","NM_018010","intraflagellar transport 57"
"ENSG00000114450","ENSG00000114450","GNB4","59345","NM_021629","G protein subunit beta 4"
"ENSG00000114455","ENSG00000114455","HHLA2","11148","NM_001282556","HERV-H LTR-associating 2"
"ENSG00000114473","ENSG00000114473","IQCG","84223","NM_001134435","IQ motif containing G"
"ENSG00000114480","ENSG00000114480","GBE1","2632","NM_000158","1,4-alpha-glucan branching enzyme 1"
"ENSG00000114487","ENSG00000114487","MORC1","27136","NM_014429","MORC family CW-type zinc finger 1"
"ENSG00000114491","ENSG00000114491","UMPS","7372","NM_000373","uridine monophosphate synthetase"
"ENSG00000114503","ENSG00000114503","NCBP2","22916","NM_001042540","nuclear cap binding protein subunit 2"
"ENSG00000114520","ENSG00000114520","SNX4","8723","NM_003794","sorting nexin 4"
"ENSG00000114529","ENSG00000114529","C3orf52","79669","NM_001171747","chromosome 3 open reading frame 52"
"ENSG00000114541","ENSG00000114541","FRMD4B","23150","NM_015123","FERM domain containing 4B"
"ENSG00000114544","ENSG00000114544","SLC41A3","54946","NM_001008485","solute carrier family 41 member 3"
"ENSG00000114547","ENSG00000114547","ROPN1B","152015","NM_001012337","rhophilin associated tail protein 1B"
"ENSG00000114554","ENSG00000114554","PLXNA1","5361","NM_032242","plexin A1"
"ENSG00000114573","ENSG00000114573","ATP6V1A","523","NM_001690","ATPase H+ transporting V1 subunit A"
"ENSG00000114626","ENSG00000114626","ABTB1","80325","NM_032548","ankyrin repeat and BTB domain containing 1"
"ENSG00000114631","ENSG00000114631","PODXL2","50512","NM_015720","podocalyxin like 2"
"ENSG00000114638","ENSG00000114638","UPK1B","7348","NM_006952","uroplakin 1B"
"ENSG00000114646","ENSG00000114646","CSPG5","10675","NM_001206942","chondroitin sulfate proteoglycan 5"
"ENSG00000114648","ENSG00000114648","KLHL18","23276","NM_025010","kelch like family member 18"
"ENSG00000114650","ENSG00000114650","SCAP","22937","NM_001320044","SREBF chaperone"
"ENSG00000114654","ENSG00000114654","EFCC1","79825","NM_024768","EF-hand and coiled-coil domain containing 1"
"ENSG00000114656","ENSG00000114656","KIAA1257","57501","NM_001348520","KIAA1257"
"ENSG00000114670","ENSG00000114670","NEK11","79858","NM_001146003","NIMA related kinase 11"
"ENSG00000114686","ENSG00000114686","MRPL3","11222","NM_007208","mitochondrial ribosomal protein L3"
"ENSG00000114698","ENSG00000114698","PLSCR4","57088","NM_001128304","phospholipid scramblase 4"
"ENSG00000114735","ENSG00000114735","HEMK1","51409","NM_001317851","HemK methyltransferase family member 1"
"ENSG00000114737","ENSG00000114737","CISH","1154","NM_013324","cytokine inducible SH2 containing protein"
"ENSG00000114738","ENSG00000114738","MAPKAPK3","7867","NM_001243925","mitogen-activated protein kinase-activated protein kinase 3"
"ENSG00000114739","ENSG00000114739","ACVR2B","93","NM_001106","activin A receptor type 2B"
"ENSG00000114742","ENSG00000114742","WDR48","57599","NM_001303402","WD repeat domain 48"
"ENSG00000114744","ENSG00000114744","COMMD2","51122","NM_016094","COMM domain containing 2"
"ENSG00000114745","ENSG00000114745","GORASP1","64689","NM_001278789","golgi reassembly stacking protein 1"
"ENSG00000114757","ENSG00000114757","PEX5L","51555","NM_001256750","peroxisomal biogenesis factor 5 like"
"ENSG00000114767","ENSG00000114767","RRP9","9136","NM_004704","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein"
"ENSG00000114770","ENSG00000114770","ABCC5","10057","NM_001023587","ATP binding cassette subfamily C member 5"
"ENSG00000114771","ENSG00000114771","AADAC","13","NM_001086","arylacetamide deacetylase"
"ENSG00000114779","ENSG00000114779","ABHD14B","84836","NM_001146314","abhydrolase domain containing 14B"
"ENSG00000114784","ENSG00000114784","EIF1B","10289","NM_005875","eukaryotic translation initiation factor 1B"
"ENSG00000114786","ENSG00000114786","ABHD14A-ACY1","100526760","NM_001316331","ABHD14A-ACY1 readthrough"
"ENSG00000114790","ENSG00000114790","ARHGEF26","26084","NM_001251962","Rho guanine nucleotide exchange factor 26"
"ENSG00000114796","ENSG00000114796","KLHL24","54800","NM_001349413","kelch like family member 24"
"ENSG00000114805","ENSG00000114805","PLCH1","23007","NM_001130960","phospholipase C eta 1"
"ENSG00000114812","ENSG00000114812","VIPR1","7433","NM_001251882","vasoactive intestinal peptide receptor 1"
"ENSG00000114841","ENSG00000114841","DNAH1","25981","NM_015512","dynein axonemal heavy chain 1"
"ENSG00000114850","ENSG00000114850","SSR3","6747","NM_001308197","signal sequence receptor subunit 3"
"ENSG00000114853","ENSG00000114853","ZBTB47","92999","NM_145166","zinc finger and BTB domain containing 47"
"ENSG00000114854","ENSG00000114854","TNNC1","7134","NM_003280","troponin C1, slow skeletal and cardiac type"
"ENSG00000114857","ENSG00000114857","NKTR","4820","NM_001012651","natural killer cell triggering receptor"
"ENSG00000114859","ENSG00000114859","CLCN2","1181","NM_001171087","chloride voltage-gated channel 2"
"ENSG00000114861","ENSG00000114861","FOXP1","27086","NM_001012505","forkhead box P1"
"ENSG00000114867","ENSG00000114867","EIF4G1","1981","NM_001194946","eukaryotic translation initiation factor 4 gamma 1"
"ENSG00000114902","ENSG00000114902","SPCS1","28972","NM_014041","signal peptidase complex subunit 1"
"ENSG00000114904","ENSG00000114904","NEK4","6787","NM_001193533","NIMA related kinase 4"
"ENSG00000114923","ENSG00000114923","SLC4A3","6508","NM_001326559","solute carrier family 4 member 3"
"ENSG00000114933","ENSG00000114933","INO80D","54891","NM_017759","INO80 complex subunit D"
"ENSG00000114942","ENSG00000114942","EEF1B2","1933","NM_001037663","eukaryotic translation elongation factor 1 beta 2"
"ENSG00000114948","ENSG00000114948","ADAM23","8745","NM_003812","ADAM metallopeptidase domain 23"
"ENSG00000114956","ENSG00000114956","DGUOK","1716","NM_001318859","deoxyguanosine kinase"
"ENSG00000114978","ENSG00000114978","MOB1A","55233","NM_001317110","MOB kinase activator 1A"
"ENSG00000114982","ENSG00000114982","KANSL3","55683","NM_001115016","KAT8 regulatory NSL complex subunit 3"
"ENSG00000114988","ENSG00000114988","LMAN2L","81562","NM_001142292","lectin, mannose binding 2 like"
"ENSG00000114993","ENSG00000114993","RTKN","6242","NM_001015055","rhotekin"
"ENSG00000114999","ENSG00000114999","TTL","150465","NM_153712","tubulin tyrosine ligase"
"ENSG00000115008","ENSG00000115008","IL1A","3552","NM_000575","interleukin 1 alpha"
"ENSG00000115009","ENSG00000115009","CCL20","6364","NM_001130046","C-C motif chemokine ligand 20"
"ENSG00000115020","ENSG00000115020","PIKFYVE","200576","NM_001002881","phosphoinositide kinase, FYVE-type zinc finger containing"
"ENSG00000115041","ENSG00000115041","KCNIP3","30818","NM_001034914","potassium voltage-gated channel interacting protein 3"
"ENSG00000115042","ENSG00000115042","FAHD2A","51011","NM_016044","fumarylacetoacetate hydrolase domain containing 2A"
"ENSG00000115053","ENSG00000115053","NCL","4691","NM_005381","nucleolin"
"ENSG00000115073","ENSG00000115073","ACTR1B","10120","NM_005735","ARP1 actin related protein 1 homolog B"
"ENSG00000115084","ENSG00000115084","SLC35F5","80255","NM_001330314","solute carrier family 35 member F5"
"ENSG00000115085","ENSG00000115085","ZAP70","7535","NM_001079","zeta chain of T cell receptor associated protein kinase 70"
"ENSG00000115091","ENSG00000115091","ACTR3","10096","NM_001277140","ARP3 actin related protein 3 homolog"
"ENSG00000115107","ENSG00000115107","STEAP3","55240","NM_001008410","STEAP3 metalloreductase"
"ENSG00000115109","ENSG00000115109","EPB41L5","57669","NM_001184937","erythrocyte membrane protein band 4.1 like 5"
"ENSG00000115112","ENSG00000115112","TFCP2L1","29842","NM_014553","transcription factor CP2 like 1"
"ENSG00000115129","ENSG00000115129","TP53I3","9540","NM_001206802","tumor protein p53 inducible protein 3"
"ENSG00000115137","ENSG00000115137","DNAJC27","51277","NM_001198559","DnaJ heat shock protein family (Hsp40) member C27"
"ENSG00000115138","ENSG00000115138","POMC","5443","NM_000939","proopiomelanocortin"
"ENSG00000115145","ENSG00000115145","STAM2","10254","NM_005843","signal transducing adaptor molecule 2"
"ENSG00000115155","ENSG00000115155","OTOF","9381","NM_001287489","otoferlin"
"ENSG00000115159","ENSG00000115159","GPD2","2820","NM_000408","glycerol-3-phosphate dehydrogenase 2"
"ENSG00000115163","ENSG00000115163","CENPA","1058","NM_001042426","centromere protein A"
"ENSG00000115165","ENSG00000115165","CYTIP","9595","NM_004288","cytohesin 1 interacting protein"
"ENSG00000115170","ENSG00000115170","ACVR1","90","NM_001105","activin A receptor type 1"
"ENSG00000115183","ENSG00000115183","TANC1","85461","NM_001145909","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1"
"ENSG00000115194","ENSG00000115194","SLC30A3","7781","NM_001318949","solute carrier family 30 member 3"
"ENSG00000115204","ENSG00000115204","MPV17","4358","NM_002437","mitochondrial inner membrane protein MPV17"
"ENSG00000115207","ENSG00000115207","GTF3C2","2976","NM_001035521","general transcription factor IIIC subunit 2"
"ENSG00000115211","ENSG00000115211","EIF2B4","8890","NM_001034116","eukaryotic translation initiation factor 2B subunit delta"
"ENSG00000115216","ENSG00000115216","NRBP1","29959","NM_001321357","nuclear receptor binding protein 1"
"ENSG00000115221","ENSG00000115221","ITGB6","3694","NM_000888","integrin subunit beta 6"
"ENSG00000115226","ENSG00000115226","FNDC4","64838","NM_022823","fibronectin type III domain containing 4"
"ENSG00000115232","ENSG00000115232","ITGA4","3676","NM_000885","integrin subunit alpha 4"
"ENSG00000115233","ENSG00000115233","PSMD14","10213","NM_005805","proteasome 26S subunit, non-ATPase 14"
"ENSG00000115234","ENSG00000115234","SNX17","9784","NM_001267059","sorting nexin 17"
"ENSG00000115239","ENSG00000115239","ASB3","51130","NM_001201965","ankyrin repeat and SOCS box containing 3"
"ENSG00000115241","ENSG00000115241","PPM1G","5496","NM_177983","protein phosphatase, Mg2+/Mn2+ dependent 1G"
"ENSG00000115252","ENSG00000115252","PDE1A","5136","NM_001003683","phosphodiesterase 1A"
"ENSG00000115255","ENSG00000115255","REEP6","92840","NM_001329556","receptor accessory protein 6"
"ENSG00000115257","ENSG00000115257","PCSK4","54760","NM_017573","proprotein convertase subtilisin/kexin type 4"
"ENSG00000115263","ENSG00000115263","GCG","2641","NM_002054","glucagon"
"ENSG00000115266","ENSG00000115266","APC2","10297","NM_001351273","APC2, WNT signaling pathway regulator"
"ENSG00000115267","ENSG00000115267","IFIH1","64135","NM_022168","interferon induced with helicase C domain 1"
"ENSG00000115268","ENSG00000115268","RPS15","6209","NM_001018","ribosomal protein S15"
"ENSG00000115271","ENSG00000115271","GCA","25801","NM_001330265","grancalcin"
"ENSG00000115274","ENSG00000115274","INO80B","83444","NM_031288","INO80 complex subunit B"
"ENSG00000115275","ENSG00000115275","MOGS","7841","NM_001146158","mannosyl-oligosaccharide glucosidase"
"ENSG00000115282","ENSG00000115282","TTC31","64427","NM_022492","tetratricopeptide repeat domain 31"
"ENSG00000115286","ENSG00000115286","NDUFS7","374291","NM_001363602","NADH:ubiquinone oxidoreductase core subunit S7"
"ENSG00000115289","ENSG00000115289","PCGF1","84759","NM_032673","polycomb group ring finger 1"
"ENSG00000115290","ENSG00000115290","GRB14","2888","NM_001303422","growth factor receptor bound protein 14"
"ENSG00000115295","ENSG00000115295","CLIP4","79745","NM_001287527","CAP-Gly domain containing linker protein family member 4"
"ENSG00000115297","ENSG00000115297","TLX2","3196","NM_016170","T cell leukemia homeobox 2"
"ENSG00000115306","ENSG00000115306","SPTBN1","6711","NM_003128","spectrin beta, non-erythrocytic 1"
"ENSG00000115307","ENSG00000115307","AUP1","550","NM_181575","AUP1, lipid droplet regulating VLDL assembly factor"
"ENSG00000115310","ENSG00000115310","RTN4","57142","NM_001321859","reticulon 4"
"ENSG00000115317","ENSG00000115317","HTRA2","27429","NM_001321727","HtrA serine peptidase 2"
"ENSG00000115318","ENSG00000115318","LOXL3","84695","NM_001289164","lysyl oxidase like 3"
"ENSG00000115325","ENSG00000115325","DOK1","1796","NM_001197260","docking protein 1"
"ENSG00000115339","ENSG00000115339","GALNT3","2591","NM_004482","polypeptide N-acetylgalactosaminyltransferase 3"
"ENSG00000115350","ENSG00000115350","POLE4","56655","NM_019896","DNA polymerase epsilon 4, accessory subunit"
"ENSG00000115353","ENSG00000115353","TACR1","6869","NM_001058","tachykinin receptor 1"
"ENSG00000115355","ENSG00000115355","CCDC88A","55704","NM_001135597","coiled-coil domain containing 88A"
"ENSG00000115361","ENSG00000115361","ACADL","33","NM_001608","acyl-CoA dehydrogenase long chain"
"ENSG00000115363","ENSG00000115363","EVA1A","84141","NM_001135032","eva-1 homolog A, regulator of programmed cell death"
"ENSG00000115364","ENSG00000115364","MRPL19","9801","NM_014763","mitochondrial ribosomal protein L19"
"ENSG00000115365","ENSG00000115365","LANCL1","10314","NM_001136574","LanC like 1"
"ENSG00000115368","ENSG00000115368","WDR75","84128","NM_001303096","WD repeat domain 75"
"ENSG00000115380","ENSG00000115380","EFEMP1","2202","NM_001039348","EGF containing fibulin extracellular matrix protein 1"
"ENSG00000115386","ENSG00000115386","REG1A","5967","NM_002909","regenerating family member 1 alpha"
"ENSG00000115392","ENSG00000115392","FANCL","55120","NM_001114636","FA complementation group L"
"ENSG00000115414","ENSG00000115414","FN1","2335","NM_001306129","fibronectin 1"
"ENSG00000115415","ENSG00000115415","STAT1","6772","NM_007315","signal transducer and activator of transcription 1"
"ENSG00000115419","ENSG00000115419","GLS","2744","NM_001256310","glutaminase"
"ENSG00000115421","ENSG00000115421","PAPOLG","64895","NM_022894","poly(A) polymerase gamma"
"ENSG00000115423","ENSG00000115423","DNAH6","1768","NM_001370","dynein axonemal heavy chain 6"
"ENSG00000115425","ENSG00000115425","PECR","55825","NM_018441","peroxisomal trans-2-enoyl-CoA reductase"
"ENSG00000115446","ENSG00000115446","UNC50","25972","NM_001330353","unc-50 inner nuclear membrane RNA binding protein"
"ENSG00000115457","ENSG00000115457","IGFBP2","3485","NM_000597","insulin like growth factor binding protein 2"
"ENSG00000115459","ENSG00000115459","ELMOD3","84173","NM_001135021","ELMO domain containing 3"
"ENSG00000115461","ENSG00000115461","IGFBP5","3488","NM_000599","insulin like growth factor binding protein 5"
"ENSG00000115464","ENSG00000115464","USP34","9736","NM_014709","ubiquitin specific peptidase 34"
"ENSG00000115468","ENSG00000115468","EFHD1","80303","NM_001243252","EF-hand domain family member D1"
"ENSG00000115474","ENSG00000115474","KCNJ13","3769","NM_001172416","potassium voltage-gated channel subfamily J member 13"
"ENSG00000115484","ENSG00000115484","CCT4","10575","NM_001256721","chaperonin containing TCP1 subunit 4"
"ENSG00000115486","ENSG00000115486","GGCX","2677","NM_000821","gamma-glutamyl carboxylase"
"ENSG00000115488","ENSG00000115488","NEU2","4759","NM_005383","neuraminidase 2"
"ENSG00000115504","ENSG00000115504","EHBP1","23301","NM_001142614","EH domain binding protein 1"
"ENSG00000115507","ENSG00000115507","OTX1","5013","NM_001199770","orthodenticle homeobox 1"
"ENSG00000115514","ENSG00000115514","TXNDC9","10190","NM_005783","thioredoxin domain containing 9"
"ENSG00000115520","ENSG00000115520","COQ10B","80219","NM_001320818","coenzyme Q10B"
"ENSG00000115523","ENSG00000115523","GNLY","10578","NM_001302758","granulysin"
"ENSG00000115524","ENSG00000115524","SF3B1","23451","NM_001005526","splicing factor 3b subunit 1"
"ENSG00000115525","ENSG00000115525","ST3GAL5","8869","NM_001042437","ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
"ENSG00000115526","ENSG00000115526","CHST10","9486","NM_004854","carbohydrate sulfotransferase 10"
"ENSG00000115539","ENSG00000115539","PDCL3","79031","NM_024065","phosducin like 3"
"ENSG00000115540","ENSG00000115540","MOB4","25843","NM_001100819","MOB family member 4, phocein"
"ENSG00000115541","ENSG00000115541","HSPE1","3336","NM_002157","heat shock protein family E (Hsp10) member 1"
"ENSG00000115548","ENSG00000115548","KDM3A","55818","NM_001146688","lysine demethylase 3A"
"ENSG00000115556","ENSG00000115556","PLCD4","84812","NM_032726","phospholipase C delta 4"
"ENSG00000115561","ENSG00000115561","CHMP3","51652","NM_001005753","charged multivesicular body protein 3"
"ENSG00000115568","ENSG00000115568","ZNF142","7701","NM_001105537","zinc finger protein 142"
"ENSG00000115590","ENSG00000115590","IL1R2","7850","NM_001261419","interleukin 1 receptor type 2"
"ENSG00000115592","ENSG00000115592","PRKAG3","53632","NM_017431","protein kinase AMP-activated non-catalytic subunit gamma 3"
"ENSG00000115593","ENSG00000115593","SMYD1","150572","NM_001330364","SET and MYND domain containing 1"
"ENSG00000115594","ENSG00000115594","IL1R1","3554","NM_000877","interleukin 1 receptor type 1"
"ENSG00000115596","ENSG00000115596","WNT6","7475","NM_006522","Wnt family member 6"
"ENSG00000115598","ENSG00000115598","IL1RL2","8808","NM_001351446","interleukin 1 receptor like 2"
"ENSG00000115602","ENSG00000115602","IL1RL1","9173","NM_001282408","interleukin 1 receptor like 1"
"ENSG00000115604","ENSG00000115604","IL18R1","8809","NM_001282399","interleukin 18 receptor 1"
"ENSG00000115607","ENSG00000115607","IL18RAP","8807","NM_003853","interleukin 18 receptor accessory protein"
"ENSG00000115616","ENSG00000115616","SLC9A2","6549","NM_003048","solute carrier family 9 member A2"
"ENSG00000115641","ENSG00000115641","FHL2","2274","NM_001039492","four and a half LIM domains 2"
"ENSG00000115648","ENSG00000115648","MLPH","79083","NM_001042467","melanophilin"
"ENSG00000115649","ENSG00000115649","CNPPD1","27013","NM_001321389","cyclin Pas1/PHO80 domain containing 1"
"ENSG00000115652","ENSG00000115652","UXS1","80146","NM_001253875","UDP-glucuronate decarboxylase 1"
"ENSG00000115657","ENSG00000115657","ABCB6","10058","NM_001349828","ATP binding cassette subfamily B member 6 (Langereis blood group)"
"ENSG00000115661","ENSG00000115661","STK16","8576","NM_001008910","serine/threonine kinase 16"
"ENSG00000115665","ENSG00000115665","SLC5A7","60482","NM_001305005","solute carrier family 5 member 7"
"ENSG00000115677","ENSG00000115677","HDLBP","3069","NM_001243900","high density lipoprotein binding protein"
"ENSG00000115685","ENSG00000115685","PPP1R7","5510","NM_001282409","protein phosphatase 1 regulatory subunit 7"
"ENSG00000115687","ENSG00000115687","PASK","23178","NM_001252119","PAS domain containing serine/threonine kinase"
"ENSG00000115694","ENSG00000115694","STK25","10494","NM_001271977","serine/threonine kinase 25"
"ENSG00000115705","ENSG00000115705","TPO","7173","NM_000547","thyroid peroxidase"
"ENSG00000115718","ENSG00000115718","PROC","5624","NM_000312","protein C, inactivator of coagulation factors Va and VIIIa"
"ENSG00000115738","ENSG00000115738","ID2","3398","NM_002166","inhibitor of DNA binding 2"
"ENSG00000115750","ENSG00000115750","TAF1B","9014","NM_001318976","TATA-box binding protein associated factor, RNA polymerase I subunit B"
"ENSG00000115756","ENSG00000115756","HPCAL1","3241","NM_001258357","hippocalcin like 1"
"ENSG00000115758","ENSG00000115758","ODC1","4953","NM_001287188","ornithine decarboxylase 1"
"ENSG00000115760","ENSG00000115760","BIRC6","57448","NM_016252","baculoviral IAP repeat containing 6"
"ENSG00000115761","ENSG00000115761","NOL10","79954","NM_001261392","nucleolar protein 10"
"ENSG00000115762","ENSG00000115762","PLEKHB2","55041","NM_001031706","pleckstrin homology domain containing B2"
"ENSG00000115806","ENSG00000115806","GORASP2","26003","NM_001201428","golgi reassembly stacking protein 2"
"ENSG00000115808","ENSG00000115808","STRN","6801","NM_003162","striatin"
"ENSG00000115816","ENSG00000115816","CEBPZ","10153","NM_005760","CCAAT enhancer binding protein zeta"
"ENSG00000115825","ENSG00000115825","PRKD3","23683","NM_005813","protein kinase D3"
"ENSG00000115827","ENSG00000115827","DCAF17","80067","NM_001164821","DDB1 and CUL4 associated factor 17"
"ENSG00000115828","ENSG00000115828","QPCT","25797","NM_012413","glutaminyl-peptide cyclotransferase"
"ENSG00000115839","ENSG00000115839","RAB3GAP1","22930","NM_001172435","RAB3 GTPase activating protein catalytic subunit 1"
"ENSG00000115840","ENSG00000115840","SLC25A12","8604","NM_003705","solute carrier family 25 member 12"
"ENSG00000115841","ENSG00000115841","RMDN2","151393","NM_001170791","regulator of microtubule dynamics 2"
"ENSG00000115844","ENSG00000115844","DLX2","1746","NM_004405","distal-less homeobox 2"
"ENSG00000115850","ENSG00000115850","LCT","3938","NM_002299","lactase"
"ENSG00000115866","ENSG00000115866","DARS","1615","NM_001293312","aspartyl-tRNA synthetase"
"ENSG00000115875","ENSG00000115875","SRSF7","6432","NM_001031684","serine and arginine rich splicing factor 7"
"ENSG00000115884","ENSG00000115884","SDC1","6382","NM_001006946","syndecan 1"
"ENSG00000115896","ENSG00000115896","PLCL1","5334","NM_006226","phospholipase C like 1 (inactive)"
"ENSG00000115902","ENSG00000115902","SLC1A4","6509","NM_001135581","solute carrier family 1 member 4"
"ENSG00000115904","ENSG00000115904","SOS1","6654","NM_005633","SOS Ras/Rac guanine nucleotide exchange factor 1"
"ENSG00000115919","ENSG00000115919","KYNU","8942","NM_001032998","kynureninase"
"ENSG00000115935","ENSG00000115935","WIPF1","7456","NM_001077269","WAS/WASL interacting protein family member 1"
"ENSG00000115942","ENSG00000115942","ORC2","4999","NM_006190","origin recognition complex subunit 2"
"ENSG00000115944","ENSG00000115944","COX7A2L","9167","NM_001319036","cytochrome c oxidase subunit 7A2 like"
"ENSG00000115946","ENSG00000115946","PNO1","56902","NM_001329916","partner of NOB1 homolog"
"ENSG00000115947","ENSG00000115947","ORC4","5000","NM_001190879","origin recognition complex subunit 4"
"ENSG00000115956","ENSG00000115956","PLEK","5341","NM_002664","pleckstrin"
"ENSG00000115963","ENSG00000115963","RND3","390","NM_001254738","Rho family GTPase 3"
"ENSG00000115966","ENSG00000115966","ATF2","1386","NM_001256090","activating transcription factor 2"
"ENSG00000115970","ENSG00000115970","THADA","63892","NM_001083953","THADA, armadillo repeat containing"
"ENSG00000115977","ENSG00000115977","AAK1","22848","NM_014911","AP2 associated kinase 1"
